4.059054e+06 	 0.000110 
4.030446e+06 	 0.001511 
4.002238e+06 	 0.003823 
3.974423e+06 	 0.007676 
3.946991e+06 	 0.013281 
3.919936e+06 	 0.023509 
3.896866e+06 	 0.037101 
3.880041e+06 	 0.055339 
3.864547e+06 	 0.072440 
3.856019e+06 	 0.090737 
3.849176e+06 	 0.110312 
3.842123e+06 	 0.131890 
3.835096e+06 	 0.153082 
3.828327e+06 	 0.174429 
3.823208e+06 	 0.195082 
3.818799e+06 	 0.219743 
3.814168e+06 	 0.246458 
3.809548e+06 	 0.272660 
3.804939e+06 	 0.299376 
3.800342e+06 	 0.325834 
3.795755e+06 	 0.352165 
3.791180e+06 	 0.377853 
3.786616e+06 	 0.402128 
3.782063e+06 	 0.426018 
3.777520e+06 	 0.450165 
3.772989e+06 	 0.473798 
3.768468e+06 	 0.497944 
3.763958e+06 	 0.521834 
3.759459e+06 	 0.547009 
3.754971e+06 	 0.571926 
3.750494e+06 	 0.589073 
3.746027e+06 	 0.605642 
3.741570e+06 	 0.622403 
3.736903e+06 	 0.641130 
3.730697e+06 	 0.662091 
3.726057e+06 	 0.680587 
3.721428e+06 	 0.698465 
3.712861e+06 	 0.720853 
3.704116e+06 	 0.740889 
3.695412e+06 	 0.760926 
3.685669e+06 	 0.780770 
3.673830e+06 	 0.798495 
3.655894e+06 	 0.819533 
3.639968e+06 	 0.819963 
3.619919e+06 	 0.814888 
3.597149e+06 	 0.823085 
3.583317e+06 	 0.807357 
3.577035e+06 	 0.789247 
3.570605e+06 	 0.770238 
3.563670e+06 	 0.752256 
3.550897e+06 	 0.740268 
3.530525e+06 	 0.733761 
3.509841e+06 	 0.719889 
3.494244e+06 	 0.703064 
3.483601e+06 	 0.685365 
3.473023e+06 	 0.667486 
3.458701e+06 	 0.649932 
3.442612e+06 	 0.633481 
3.428539e+06 	 0.616293 
3.415508e+06 	 0.599009 
3.404417e+06 	 0.581636 
3.394314e+06 	 0.564220 
3.380632e+06 	 0.544782 
3.363460e+06 	 0.530311 
3.351097e+06 	 0.509812 
3.346462e+06 	 0.491651 
3.341129e+06 	 0.473284 
3.335814e+06 	 0.455688 
3.330516e+06 	 0.437449 
3.325937e+06 	 0.418877 
3.321021e+06 	 0.399456 
3.317343e+06 	 0.380614 
3.313848e+06 	 0.363853 
3.310360e+06 	 0.347477 
3.306879e+06 	 0.330715 
3.303406e+06 	 0.313761 
3.299767e+06 	 0.296344 
3.294755e+06 	 0.276513 
3.288972e+06 	 0.254642 
3.284262e+06 	 0.233922 
3.279297e+06 	 0.215119 
3.273608e+06 	 0.195853 
3.265677e+06 	 0.175816 
3.258910e+06 	 0.157899 
3.252170e+06 	 0.139789 
3.243785e+06 	 0.122256 
3.233780e+06 	 0.105688 
3.223836e+06 	 0.089376 
3.213133e+06 	 0.072220 
3.200870e+06 	 0.052995 
3.185472e+06 	 0.038572 
3.167826e+06 	 0.027152 
3.150374e+06 	 0.019025 
3.133114e+06 	 0.014962 
3.116042e+06 	 0.011669 
3.099155e+06 	 0.008377 
3.082450e+06 	 0.007256 
3.065924e+06 	 0.005434 
3.049574e+06 	 0.004523 
3.033398e+06 	 0.004874 
3.017392e+06 	 0.003613 
3.001555e+06 	 0.003192 
2.985883e+06 	 0.003192 
2.970373e+06 	 0.003192 
2.955024e+06 	 0.003192 
2.939833e+06 	 0.001861 
2.924797e+06 	 0.001861 
2.909914e+06 	 0.002141 
2.895182e+06 	 0.001721 
2.880599e+06 	 0.001511 
2.866161e+06 	 0.001020 
2.851868e+06 	 0.000810 
2.837716e+06 	 0.000180 
2.823704e+06 	 0.000110 
2.809830e+06 	 0.000110 
2.796091e+06 	 0.000110 
2.782486e+06 	 0.000110 
2.775121e+06 	 0.000110 
